               uid                |       mid        |                                                                                                                                       blog_content                                                                                                                                       
 0172bf9b731fa83a7d5c859c1149abbc | 3857928627343574 | 6月25日晚间，江苏今世缘酒业股份有限公司发布首次公开发行限售股上市流通公告。公告称经核准公司公开发行人民币普通股(A股)5180万股，并于2014年7月3日在上海证券交易所上市交易。发行后公司总股本50180万股。
 017716749081cb4bc39ee8981136e552 | 3858113645854596 | LGBT终于在美国法律上得到认可，但社会观念是否对他（她）们认可同等对待？需要更多商业和社会支持。 //@威锋网:苹果的这个专题来的时间很凑巧 [哈哈]：“美国最高法院裁定同性婚姻在全国合法，全美 50 个州的同性伴侣都将平等享有法定婚姻权，美国成为全球第 22 个婚姻平权国家。” //@威锋网: Gay by
 017716749081cb4bc39ee8981136e552 | 3858114140848381 | LGBT终于在美国法律上得到认可，但社会观念是否对他（她）们真正认可同等对待？需要更多商业和社会活动支持！ //@威锋网:苹果的这个专题来的时间很凑巧 [哈哈]：“美国最高法院裁定同性婚姻在全国合法，全美 50 个州的同性伴侣都将平等享有法定婚姻权，美国成为全球第 22 个婚姻平权国家。” //@威锋网
 017716749081cb4bc39ee8981136e552 | 3858113842703583 | LGBT终于在美国法律上得到认可，但社会观念是否对他（她）们真正认可同等对待？需要更多商业和社会支持。 //@威锋网:苹果的这个专题来的时间很凑巧 [哈哈]：“美国最高法院裁定同性婚姻在全国合法，全美 50 个州的同性伴侣都将平等享有法定婚姻权，美国成为全球第 22 个婚姻平权国家。” //@威锋网: Ga
 017716749081cb4bc39ee8981136e552 | 3858113645854596 | LGBT终于在美国法律上得到认可，但社会观念是否对他（她）们认可同等对待？需要更多商业和社会支持。 //@威锋网:苹果的这个专题来的时间很凑巧 [哈哈]：“美国最高法院裁定同性婚姻在全国合法，全美 50 个州的同性伴侣都将平等享有法定婚姻权，美国成为全球第 22 个婚姻平权国家。” //@威锋网: Gay by
 017716749081cb4bc39ee8981136e552 | 3858113842703583 | LGBT终于在美国法律上得到认可，但社会观念是否对他（她）们真正认可同等对待？需要更多商业和社会支持。 //@威锋网:苹果的这个专题来的时间很凑巧 [哈哈]：“美国最高法院裁定同性婚姻在全国合法，全美 50 个州的同性伴侣都将平等享有法定婚姻权，美国成为全球第 22 个婚姻平权国家。” //@威锋网: Ga
 017716749081cb4bc39ee8981136e552 | 3858114140848381 | LGBT终于在美国法律上得到认可，但社会观念是否对他（她）们真正认可同等对待？需要更多商业和社会活动支持！ //@威锋网:苹果的这个专题来的时间很凑巧 [哈哈]：“美国最高法院裁定同性婚姻在全国合法，全美 50 个州的同性伴侣都将平等享有法定婚姻权，美国成为全球第 22 个婚姻平权国家。” //@威锋网
 017716749081cb4bc39ee8981136e552 | 3858114140848381 | LGBT终于在美国法律上得到认可，但社会观念是否对他（她）们真正认可同等对待？需要更多商业和社会活动支持！ //@威锋网:苹果的这个专题来的时间很凑巧 [哈哈]：“美国最高法院裁定同性婚姻在全国合法，全美 50 个州的同性伴侣都将平等享有法定婚姻权，美国成为全球第 22 个婚姻平权国家。” //@威锋网
 017716749081cb4bc39ee8981136e552 | 3858113842703583 | LGBT终于在美国法律上得到认可，但社会观念是否对他（她）们真正认可同等对待？需要更多商业和社会支持。 //@威锋网:苹果的这个专题来的时间很凑巧 [哈哈]：“美国最高法院裁定同性婚姻在全国合法，全美 50 个州的同性伴侣都将平等享有法定婚姻权，美国成为全球第 22 个婚姻平权国家。” //@威锋网: Ga
 017716749081cb4bc39ee8981136e552 | 3858113645854596 | LGBT终于在美国法律上得到认可，但社会观念是否对他（她）们认可同等对待？需要更多商业和社会支持。 //@威锋网:苹果的这个专题来的时间很凑巧 [哈哈]：“美国最高法院裁定同性婚姻在全国合法，全美 50 个州的同性伴侣都将平等享有法定婚姻权，美国成为全球第 22 个婚姻平权国家。” //@威锋网: Gay by
 0178e39710ed8c63dfe622535cc953e5 | 3857875296794795 | itool是由日本Shikoku公司开发出来的一种感应式马桶纸巾筒，把手靠近时，机器会将纸切断并吐出来。每次吐出的卫生纸长度有三种设置：60，90和120厘米。
 0178e39710ed8c63dfe622535cc953e5 | 3857875296794795 | itool是由日本Shikoku公司开发出来的一种感应式马桶纸巾筒，把手靠近时，机器会将纸切断并吐出来。每次吐出的卫生纸长度有三种设置：60，90和120厘米。
 0178e39710ed8c63dfe622535cc953e5 | 3857875296794795 | itool是由日本Shikoku公司开发出来的一种感应式马桶纸巾筒，把手靠近时，机器会将纸切断并吐出来。每次吐出的卫生纸长度有三种设置：60，90和120厘米。
 01794b2e8973e372b70d775a960fab92 | 3858094318860939 | 【从英特尔财报看PC电脑行业五大征兆隐现】随着英特尔的发展，整个桌面生态系统将会发生变化。该公司刚刚发布的财务报表隐含着PC电脑行业的五大征兆：PC电脑未死；重心已发生转移；混搭产品逐渐变热；走向高端之一：价格越来越高；走向高端之二：芯片越来越小。
 01794b2e8973e372b70d775a960fab92 | 3858094318860939 | 【从英特尔财报看PC电脑行业五大征兆隐现】随着英特尔的发展，整个桌面生态系统将会发生变化。该公司刚刚发布的财务报表隐含着PC电脑行业的五大征兆：PC电脑未死；重心已发生转移；混搭产品逐渐变热；走向高端之一：价格越来越高；走向高端之二：芯片越来越小。
 01794b2e8973e372b70d775a960fab92 | 3858094318860939 | 【从英特尔财报看PC电脑行业五大征兆隐现】随着英特尔的发展，整个桌面生态系统将会发生变化。该公司刚刚发布的财务报表隐含着PC电脑行业的五大征兆：PC电脑未死；重心已发生转移；混搭产品逐渐变热；走向高端之一：价格越来越高；走向高端之二：芯片越来越小。
 01795c9237ec74c4f7ad977fc6be5697 | 3857950903348400 | 【职场上要去谁的场子】曾经一位老板非常重视"这是谁的场子"这种小事,当主人的时候.他是会想尽办法确定所有的灯光都打在他的身上；但如果是别人的场子，他一定非常低调，生怕是一不小心就抢了别人的风头。
 01795c9237ec74c4f7ad977fc6be5697 | 3857950903348400 | 【职场上要去谁的场子】曾经一位老板非常重视"这是谁的场子"这种小事,当主人的时候.他是会想尽办法确定所有的灯光都打在他的身上；但如果是别人的场子，他一定非常低调，生怕是一不小心就抢了别人的风头。
 01795c9237ec74c4f7ad977fc6be5697 | 3857950903348400 | 【职场上要去谁的场子】曾经一位老板非常重视"这是谁的场子"这种小事,当主人的时候.他是会想尽办法确定所有的灯光都打在他的身上；但如果是别人的场子，他一定非常低调，生怕是一不小心就抢了别人的风头。
 017c886d76fa1a0b3e9b7f0545a84306 | 3857954355209598 | 【福州楼市跌宕起伏一年间】2012年的福州楼市，可以用“跌宕起伏”来形容，从年初的“以价换量”、年中“平价放量”到年末的“保价保量”，福州房地产开发企业的底气不断增强。而与此相对的是，随着开发商销售任务完成和资金链不断好转，购房者的议价能力也相对减弱。
 017c886d76fa1a0b3e9b7f0545a84306 | 3857954355209598 | 【福州楼市跌宕起伏一年间】2012年的福州楼市，可以用“跌宕起伏”来形容，从年初的“以价换量”、年中“平价放量”到年末的“保价保量”，福州房地产开发企业的底气不断增强。而与此相对的是，随着开发商销售任务完成和资金链不断好转，购房者的议价能力也相对减弱。
 017c886d76fa1a0b3e9b7f0545a84306 | 3857954355209598 | 【福州楼市跌宕起伏一年间】2012年的福州楼市，可以用“跌宕起伏”来形容，从年初的“以价换量”、年中“平价放量”到年末的“保价保量”，福州房地产开发企业的底气不断增强。而与此相对的是，随着开发商销售任务完成和资金链不断好转，购房者的议价能力也相对减弱。
 01824147d1f760e65dd2163616836b0f | 3858094926464586 | 大数据及生态。贵州潜力巨大。#物流产业升级# //@杨建国:谈到“互联网+”就不能不提到大数据，继云计算、物联网和移动互联网之后,大数据正成为信息技术的新热点,产业发展的新方向,将对人类生产生活产生巨大影响,对经济社会发展带来深刻变革。@金乾生 @丁玲SZ @黄龙游子 
 01824147d1f760e65dd2163616836b0f | 3858095492928464 | 大数据，堪比石油的核心生产要素 //@周鈺帆:大数据及生态。贵州潜力巨大。#物流产业升级# //@杨建国:谈到“互联网+”就不能不提到大数据，继云计算、物联网和移动互联网之后,大数据正成为信息技术的新热点,产业发展的新方向,将对人类生产生活产生巨大影响。@金乾生 @丁玲SZ @黄龙游子 
 01824147d1f760e65dd2163616836b0f | 3858095492928464 | 大数据，堪比石油的核心生产要素 //@周鈺帆:大数据及生态。贵州潜力巨大。#物流产业升级# //@杨建国:谈到“互联网+”就不能不提到大数据，继云计算、物联网和移动互联网之后,大数据正成为信息技术的新热点,产业发展的新方向,将对人类生产生活产生巨大影响。@金乾生 @丁玲SZ @黄龙游子 
 01824147d1f760e65dd2163616836b0f | 3858094926464586 | 大数据及生态。贵州潜力巨大。#物流产业升级# //@杨建国:谈到“互联网+”就不能不提到大数据，继云计算、物联网和移动互联网之后,大数据正成为信息技术的新热点,产业发展的新方向,将对人类生产生活产生巨大影响,对经济社会发展带来深刻变革。@金乾生 @丁玲SZ @黄龙游子 
 01824147d1f760e65dd2163616836b0f | 3858094926464586 | 大数据及生态。贵州潜力巨大。#物流产业升级# //@杨建国:谈到“互联网+”就不能不提到大数据，继云计算、物联网和移动互联网之后,大数据正成为信息技术的新热点,产业发展的新方向,将对人类生产生活产生巨大影响,对经济社会发展带来深刻变革。@金乾生 @丁玲SZ @黄龙游子 
 01824147d1f760e65dd2163616836b0f | 3858095492928464 | 大数据，堪比石油的核心生产要素 //@周鈺帆:大数据及生态。贵州潜力巨大。#物流产业升级# //@杨建国:谈到“互联网+”就不能不提到大数据，继云计算、物联网和移动互联网之后,大数据正成为信息技术的新热点,产业发展的新方向,将对人类生产生活产生巨大影响。@金乾生 @丁玲SZ @黄龙游子 
 01828bbdc94c35a819f2095d092c6982 | 3857943470873186 | 【荔园智慧影视文化城签约仪式今天在福建省广播影视集团举行】这是我省十大文化产业重点项目之一。荔园影视基地项目采取PPP模式，由福州长昌集团有限公司投资开发，项目前期用投资3亿元，综合运营影视动漫策划制作与体验、影视动漫版权集散和亲子影视文化体验等三大产业集群（记者周鹰翔 刘文飚 任航）
 01828bbdc94c35a819f2095d092c6982 | 3857943470873186 | 【荔园智慧影视文化城签约仪式今天在福建省广播影视集团举行】这是我省十大文化产业重点项目之一。荔园影视基地项目采取PPP模式，由福州长昌集团有限公司投资开发，项目前期用投资3亿元，综合运营影视动漫策划制作与体验、影视动漫版权集散和亲子影视文化体验等三大产业集群（记者周鹰翔 刘文飚 任航）
 01833a09ac9149d845060da6a4abf984 | 3858073796016966 | 面对中国股市暴跌，你居然还能笑。你是中国人吗？是人吗？肖刚下课！肖刚下课！肖刚下课！//【肖钢：战略新兴板将与创业板市场错位发展】  
 01833a09ac9149d845060da6a4abf984 | 3858073796016966 | 面对中国股市暴跌，你居然还能笑。你是中国人吗？是人吗？肖刚下课！肖刚下课！肖刚下课！//【肖钢：战略新兴板将与创业板市场错位发展】  
 01833a09ac9149d845060da6a4abf984 | 3858073796016966 | 面对中国股市暴跌，你居然还能笑。你是中国人吗？是人吗？肖刚下课！肖刚下课！肖刚下课！//【肖钢：战略新兴板将与创业板市场错位发展】  
 01866ebfa672a903652bd69a6ba6cbdd | 3857802428975695 | 【2015款科尔维特Z06 性能提升/车重增加】日前，据国外媒体报道，2015款科尔维特Z06的订购指南透露出了新车的车重信息。有趣的是，作为一款追求性能的跑车，新车的车重相比现款车型不减反增。2015款Z06普通版车型车重为1598kg，相比现款车型增加了158kg。
 01866ebfa672a903652bd69a6ba6cbdd | 3857802428975695 | 【2015款科尔维特Z06 性能提升/车重增加】日前，据国外媒体报道，2015款科尔维特Z06的订购指南透露出了新车的车重信息。有趣的是，作为一款追求性能的跑车，新车的车重相比现款车型不减反增。2015款Z06普通版车型车重为1598kg，相比现款车型增加了158kg。
 01866ebfa672a903652bd69a6ba6cbdd | 3857802428975695 | 【2015款科尔维特Z06 性能提升/车重增加】日前，据国外媒体报道，2015款科尔维特Z06的订购指南透露出了新车的车重信息。有趣的是，作为一款追求性能的跑车，新车的车重相比现款车型不减反增。2015款Z06普通版车型车重为1598kg，相比现款车型增加了158kg。
 0186e0daac5fbffb2db9b31c09c697dd | 3857965067050066 | #随手拍#【中国豪车年销后年将超美国】日前，胡润研究院首次发布的《中国豪华车品牌特性研究白皮书》显示，随着中国汽车市场的持续增长，最早在2016年，中国将取代美国成为全球最大的豪华车市场。2013年，全球最大豪华车市场美国的豪华车销量为170万辆，2020年预计增至230万辆。
 0186e0daac5fbffb2db9b31c09c697dd | 3857965067050066 | #随手拍#【中国豪车年销后年将超美国】日前，胡润研究院首次发布的《中国豪华车品牌特性研究白皮书》显示，随着中国汽车市场的持续增长，最早在2016年，中国将取代美国成为全球最大的豪华车市场。2013年，全球最大豪华车市场美国的豪华车销量为170万辆，2020年预计增至230万辆。
 0186e0daac5fbffb2db9b31c09c697dd | 3857965067050066 | #随手拍#【中国豪车年销后年将超美国】日前，胡润研究院首次发布的《中国豪华车品牌特性研究白皮书》显示，随着中国汽车市场的持续增长，最早在2016年，中国将取代美国成为全球最大的豪华车市场。2013年，全球最大豪华车市场美国的豪华车销量为170万辆，2020年预计增至230万辆。
 01871ce7c3e371b9eda8dc19fa385b08 | 3858015847534344 | [doge]//@乌云-漏洞报告平台: 突然感觉这种漏洞真正的价值是可以监控大庄家账号动作，然后跟着他买…[doge] （乌云君快醒醒） //@ringzero: 相同案例见《证券行业交易系统可被穷举攻击》： 
 01871ce7c3e371b9eda8dc19fa385b08 | 3858015847534344 | [doge]//@乌云-漏洞报告平台: 突然感觉这种漏洞真正的价值是可以监控大庄家账号动作，然后跟着他买…[doge] （乌云君快醒醒） //@ringzero: 相同案例见《证券行业交易系统可被穷举攻击》： 
 01871ce7c3e371b9eda8dc19fa385b08 | 3858015847534344 | [doge]//@乌云-漏洞报告平台: 突然感觉这种漏洞真正的价值是可以监控大庄家账号动作，然后跟着他买…[doge] （乌云君快醒醒） //@ringzero: 相同案例见《证券行业交易系统可被穷举攻击》： 
 0189b73e7b259734b7edc8bc455b9bf1 | 3858105160993221 | 【韩媒：朝鲜前总理入政治局 或推动经济改革】据韩联社，朝鲜任命前总理朴凤柱为劳动党中央政治局常委。有观察人士称，其复出入选最高决策圈是朝鲜推动经济改革的一个举动。朴凤柱曾一手推动著名“七一”经济改革，并于2003年到2007年任朝鲜内阁总理。
 0189b73e7b259734b7edc8bc455b9bf1 | 3858105160993221 | 【韩媒：朝鲜前总理入政治局 或推动经济改革】据韩联社，朝鲜任命前总理朴凤柱为劳动党中央政治局常委。有观察人士称，其复出入选最高决策圈是朝鲜推动经济改革的一个举动。朴凤柱曾一手推动著名“七一”经济改革，并于2003年到2007年任朝鲜内阁总理。
 0189b73e7b259734b7edc8bc455b9bf1 | 3858105160993221 | 【韩媒：朝鲜前总理入政治局 或推动经济改革】据韩联社，朝鲜任命前总理朴凤柱为劳动党中央政治局常委。有观察人士称，其复出入选最高决策圈是朝鲜推动经济改革的一个举动。朴凤柱曾一手推动著名“七一”经济改革，并于2003年到2007年任朝鲜内阁总理。
 018caa8184d2e838750819519c3aabd9 | 3857938437701507 | 【心理成熟的标志】 ------ 1.不再盲目跟风；2.不再犹豫不定；3.合理安排时间；4.开始关注新闻国事；5.开始养生；6.在爱情、友情、亲情之间，首先想到亲情；7.不再用哭闹来解决问题；8.重视身边的朋友；9.让周围的人快乐；10.在得失方面变得大度；11.学着尊重每个人；12.自信地生活；13.淡忘仇恨。
 018caa8184d2e838750819519c3aabd9 | 3857938437701507 | 【心理成熟的标志】 ------ 1.不再盲目跟风；2.不再犹豫不定；3.合理安排时间；4.开始关注新闻国事；5.开始养生；6.在爱情、友情、亲情之间，首先想到亲情；7.不再用哭闹来解决问题；8.重视身边的朋友；9.让周围的人快乐；10.在得失方面变得大度；11.学着尊重每个人；12.自信地生活；13.淡忘仇恨。
 018caa8184d2e838750819519c3aabd9 | 3857938437701507 | 【心理成熟的标志】 ------ 1.不再盲目跟风；2.不再犹豫不定；3.合理安排时间；4.开始关注新闻国事；5.开始养生；6.在爱情、友情、亲情之间，首先想到亲情；7.不再用哭闹来解决问题；8.重视身边的朋友；9.让周围的人快乐；10.在得失方面变得大度；11.学着尊重每个人；12.自信地生活；13.淡忘仇恨。
 018f36ae1a1c4ab115647c454c64ceae | 3857953385918901 | 期待期待期待 要是能多出来冒冒泡走一走就更好啦[抓狂][抓狂]
 018f36ae1a1c4ab115647c454c64ceae | 3857953385918901 | 期待期待期待 要是能多出来冒冒泡走一走就更好啦[抓狂][抓狂]
 018f36ae1a1c4ab115647c454c64ceae | 3857953385918901 | 期待期待期待 要是能多出来冒冒泡走一走就更好啦[抓狂][抓狂]
 0190fb1918809ba098f3d7bacbe30267 | 3858128103642198 | 不止越来越烂，而且服务态度超级差、越来越坑钱！【新版手机QQ上传WiFi密码惹众怒，官方道歉关分享】  @新闻资讯）
 0190fb1918809ba098f3d7bacbe30267 | 3858128103642198 | 不止越来越烂，而且服务态度超级差、越来越坑钱！【新版手机QQ上传WiFi密码惹众怒，官方道歉关分享】  @新闻资讯）
 0190fb1918809ba098f3d7bacbe30267 | 3858128103642198 | 不止越来越烂，而且服务态度超级差、越来越坑钱！【新版手机QQ上传WiFi密码惹众怒，官方道歉关分享】  @新闻资讯）
 0191e8c1cce619426d0f8ad350ca81f2 | 3857988266097526 | 创业板即将看到我所说第一步3000[嘻嘻]
 0191e8c1cce619426d0f8ad350ca81f2 | 3857988534536526 | 【上海市长杨雄陆家嘴谈股市迟疑片刻后:今日的2015陆家嘴论坛开幕式上，证监会肖钢主席首先简短致辞称当前全球经济短期波动加大，增加金融支持实体经济的必要性不断上升。而同为本次论坛轮值 ...
 0191e8c1cce619426d0f8ad350ca81f2 | 3857988266097526 | 创业板即将看到我所说第一步3000[嘻嘻]
 0191e8c1cce619426d0f8ad350ca81f2 | 3857988534536526 | 【上海市长杨雄陆家嘴谈股市迟疑片刻后:今日的2015陆家嘴论坛开幕式上，证监会肖钢主席首先简短致辞称当前全球经济短期波动加大，增加金融支持实体经济的必要性不断上升。而同为本次论坛轮值 ...
 0191e8c1cce619426d0f8ad350ca81f2 | 3857988266097526 | 创业板即将看到我所说第一步3000[嘻嘻]
 0191e8c1cce619426d0f8ad350ca81f2 | 3857988534536526 | 【上海市长杨雄陆家嘴谈股市迟疑片刻后:今日的2015陆家嘴论坛开幕式上，证监会肖钢主席首先简短致辞称当前全球经济短期波动加大，增加金融支持实体经济的必要性不断上升。而同为本次论坛轮值 ...
 019312cdd4bc50d67200f8e83afc746b | 3858112400623074 | 监管机构本来就是一群猪 //@大智慧通讯社:现特提出如下建议：立即取消并宣布，今后不再强行大规模地密切发新股。试问哪个国家哪个市场如此密密麻麻的发新股；如重型大炮之连续轰炸。
 019312cdd4bc50d67200f8e83afc746b | 3858107530800470 | @证监会发布 本来就是一群无能的人
 019312cdd4bc50d67200f8e83afc746b | 3858107530800470 | @证监会发布 本来就是一群无能的人
 019312cdd4bc50d67200f8e83afc746b | 3858112400623074 | 监管机构本来就是一群猪 //@大智慧通讯社:现特提出如下建议：立即取消并宣布，今后不再强行大规模地密切发新股。试问哪个国家哪个市场如此密密麻麻的发新股；如重型大炮之连续轰炸。
 019312cdd4bc50d67200f8e83afc746b | 3858107530800470 | @证监会发布 本来就是一群无能的人
 019312cdd4bc50d67200f8e83afc746b | 3858112400623074 | 监管机构本来就是一群猪 //@大智慧通讯社:现特提出如下建议：立即取消并宣布，今后不再强行大规模地密切发新股。试问哪个国家哪个市场如此密密麻麻的发新股；如重型大炮之连续轰炸。
 0194539d6fa12967c62bc4d4ae6907b9 | 3857945055999477 | 【网贷平台有多叼 无盈利身价却超亿 】据网贷推广网所知，现在至少有50家上市公司在寻求网贷平台(P2P)方面的收购。”深圳一家P2P高管这样对记者表示。随着股市持续红火和“互联网+”概念的爆炒，上市公司和互联网金融之间的联姻愈演愈烈
 0194539d6fa12967c62bc4d4ae6907b9 | 3857945739990548 | 【网贷推广网：平台不“烧钱”，同样有客户】网贷推广似乎进入到一个怪圈：花钱都买不到吆喝，是的，网贷行业自2007年进入中国市场以来，行业发展速度让人诧异，行业竞争愈加激烈，很多平台为了吸收客户做了不少线上推广，烧了不少钱
 0194539d6fa12967c62bc4d4ae6907b9 | 3857945739990548 | 【网贷推广网：平台不“烧钱”，同样有客户】网贷推广似乎进入到一个怪圈：花钱都买不到吆喝，是的，网贷行业自2007年进入中国市场以来，行业发展速度让人诧异，行业竞争愈加激烈，很多平台为了吸收客户做了不少线上推广，烧了不少钱
 0194539d6fa12967c62bc4d4ae6907b9 | 3857945055999477 | 【网贷平台有多叼 无盈利身价却超亿 】据网贷推广网所知，现在至少有50家上市公司在寻求网贷平台(P2P)方面的收购。”深圳一家P2P高管这样对记者表示。随着股市持续红火和“互联网+”概念的爆炒，上市公司和互联网金融之间的联姻愈演愈烈
 0194539d6fa12967c62bc4d4ae6907b9 | 3857945055999477 | 【网贷平台有多叼 无盈利身价却超亿 】据网贷推广网所知，现在至少有50家上市公司在寻求网贷平台(P2P)方面的收购。”深圳一家P2P高管这样对记者表示。随着股市持续红火和“互联网+”概念的爆炒，上市公司和互联网金融之间的联姻愈演愈烈
 0194539d6fa12967c62bc4d4ae6907b9 | 3857945739990548 | 【网贷推广网：平台不“烧钱”，同样有客户】网贷推广似乎进入到一个怪圈：花钱都买不到吆喝，是的，网贷行业自2007年进入中国市场以来，行业发展速度让人诧异，行业竞争愈加激烈，很多平台为了吸收客户做了不少线上推广，烧了不少钱
 01956871c2c5ee66c1731cdd6c92a688 | 3858008608132103 | 14:35:48 由于融资因素 股市逐步衍生为具备期货的特征 14:38:54 中签的6019xx目前换手率百分之四十，我没有卖，继续持有观察 14:41:1014点40 期指跌停 大盘也要跌停了 14:43:02 跌得太快，止损卖出之后，现在不敢补仓了
 01956871c2c5ee66c1731cdd6c92a688 | 3858007878467355 | 13:19:08所以，在空仓规避千点下跌后6月23日4200多点做了反弹之后，目前还是半仓操作，并且设置一个账面本金的绝对止损线，无论因为任何原因账面本金或者盈利回吐到设定的位置，那就离场安心休息。
 01956871c2c5ee66c1731cdd6c92a688 | 3857942078071551 | 10:00:13创业板板块昨天跌超5%，目前跌超6.5%，整个形态蜂拥出逃之势。券商保险银行石油跌幅较小，勉力护盘，但下跌不可破，可怕的是盘中反弹后尾盘再度更大的暴跌。因此策略方面谨慎为主，控制五成仓位，并且做好止损的心理准备和计划
 01956871c2c5ee66c1731cdd6c92a688 | 3857952396297824 | 10:40:12今天市场波动非常剧烈，这样很容易产生冲动情绪，建议多等等，宜缓不宜急
 01956871c2c5ee66c1731cdd6c92a688 | 3858008893676902 | 14:56:01机构资金普遍进入银行避险，银行板块跌幅不太大，下周反弹操作难度较大 14:57:27回补了002565，可惜流通盘太小，容不下太多抢反弹的资金 15:10:04本次过山车，千金得来复散去。今天的直播就到这里，周末好好调整心情，的确是需要好好思考一下了
 01956871c2c5ee66c1731cdd6c92a688 | 3857952316798249 | 10:39:27大家选股，重点在一，二线蓝筹里面选 10:39:57大盘恐慌下跌，就一个目的：调仓换股，卖出已经爆炒过的小盘题材股，转战蓝筹板块，中字头的，国企改革题材个股是我们关注焦点。
 01956871c2c5ee66c1731cdd6c92a688 | 3858008893676902 | 14:56:01机构资金普遍进入银行避险，银行板块跌幅不太大，下周反弹操作难度较大 14:57:27回补了002565，可惜流通盘太小，容不下太多抢反弹的资金 15:10:04本次过山车，千金得来复散去。今天的直播就到这里，周末好好调整心情，的确是需要好好思考一下了
 01956871c2c5ee66c1731cdd6c92a688 | 3858007878467355 | 13:19:08所以，在空仓规避千点下跌后6月23日4200多点做了反弹之后，目前还是半仓操作，并且设置一个账面本金的绝对止损线，无论因为任何原因账面本金或者盈利回吐到设定的位置，那就离场安心休息。
 01956871c2c5ee66c1731cdd6c92a688 | 3858008608132103 | 14:35:48 由于融资因素 股市逐步衍生为具备期货的特征 14:38:54 中签的6019xx目前换手率百分之四十，我没有卖，继续持有观察 14:41:1014点40 期指跌停 大盘也要跌停了 14:43:02 跌得太快，止损卖出之后，现在不敢补仓了
 01956871c2c5ee66c1731cdd6c92a688 | 3857952316798249 | 10:39:27大家选股，重点在一，二线蓝筹里面选 10:39:57大盘恐慌下跌，就一个目的：调仓换股，卖出已经爆炒过的小盘题材股，转战蓝筹板块，中字头的，国企改革题材个股是我们关注焦点。
 01956871c2c5ee66c1731cdd6c92a688 | 3857952396297824 | 10:40:12今天市场波动非常剧烈，这样很容易产生冲动情绪，建议多等等，宜缓不宜急
 01956871c2c5ee66c1731cdd6c92a688 | 3857942078071551 | 10:00:13创业板板块昨天跌超5%，目前跌超6.5%，整个形态蜂拥出逃之势。券商保险银行石油跌幅较小，勉力护盘，但下跌不可破，可怕的是盘中反弹后尾盘再度更大的暴跌。因此策略方面谨慎为主，控制五成仓位，并且做好止损的心理准备和计划
